"Name","Latitude","Longitude","Address"
"Penn State Dickinson Law",40.1997172000849,-77.197889475918,"Penn State Dickinson Law, Mooreland Avenue, Carlisle, Cumberland County, Pennsylvania, 17013, United States"
"Dickinson College",40.2025953019596,-77.1991098333966,"Dickinson College, West Pomfret Street, Carlisle, Cumberland County, Pennsylvania, 17030, United States"
"Susquehanna University",40.7971325335954,-76.8740060422588,"Susquehanna University, 514, University Avenue, Selinsgrove, Snyder County, Pennsylvania, 17870, United States"
"Millersville University",39.9982216377914,-76.3528308298051,"Millersville University, South George Street, Millersville, Lancaster County, Pennsylvania, 17551, United States"
"Philadelphia College of Osteopathic Medicine",40.0041993336767,-75.2152051149123,"Stout Road, Pencoyd, Wynnefield Heights, Philadelphia, Philadelphia County, Pennsylvania, 19004, United States"
"Slippery Rock University",41.0642361589048,-80.0408305332906,"Slippery Rock University, 1, Morrow Way, Slippery Rock, Butler County, Pennsylvania, 16057, United States"
"Indiana University of Pennsylvania",40.6158605605689,-79.1598543372443,"Indiana University of Pennsylvania, South Foundry Avenue, Indiana, Indiana County, Pennsylvania, 15705, United States"
"Washington & Jefferson College",40.1712845945287,-80.2402972790193,"Washington & Jefferson College, 6th Street, Washington, Washington County, Pennsylvania, 15301, United States"
"IUP",40.9458186844401,-78.9897091695729,"Center Street, Punxsutawney, Jefferson County, Pennsylvania, 15767, United States"
"Mount Aloysius College",40.4589842830621,-78.6043498655905,"Mount Aloysius College, College Drive, Cresson Township, Cambria County, Pennsylvania, 16630, United States"
"Seton Hill University",40.3104459750763,-79.5561080374669,"Seton Hill University, Borlin Way, Ludwick, Greensburg, Westmoreland County, Pennsylvania, 15601, United States"
"DeSales University",40.5382032351836,-75.3794786591477,"DeSales University, Karra Court, Upper Saucon, Lehigh County, Pennsylvania, 18034, United States"
"Moravian University",40.6307256508049,-75.3843674344436,"Moravian University, West Frankford Street, Center City Bethlehem, Bethlehem, Northampton County, Pennsylvania, 18018, United States"
"Gwynedd Mercy University",40.1987447513724,-75.2369559719359,"Gwynedd Mercy University, 1325, Sumneytown Pike, Lower Gwynedd Township, Montgomery County, Pennsylvania, 19437, United States"
"Point Park University",40.4384697425699,-80.0015802141787,"Point Park University, Smithfield Street, Firstside Historic District, Downtown, Pittsburgh, Allegheny County, Pennsylvania, 15222, United States"
"Immaculata University",40.0284713580753,-75.5704313730452,"Immaculata University, 1145, West King Road, Frazer, East Whiteland Township, Chester County, Pennsylvania, 19345, United States"
"Harcum College",40.0215513858745,-75.3133154628835,"Harcum College, 750, West Montgomery Avenue, Rosemont, Lower Merion Township, Montgomery County, Pennsylvania, 19010, United States"
"New Bolton Center",39.8663106368363,-75.7538742731601,"New Bolton Center, 382, West Street Road, Kennett Square, Chester County, Pennsylvania, 19348, United States"
"The Inn at Villanova University",40.0507490816877,-75.3492413841443,"The Inn at Villanova University, 601, East County Line Road, Radnor, Radnor Township, Delaware County, Pennsylvania, 19087, United States"
"Drexel University Queens Lane Campus",40.0198779466093,-75.1796933661808,"Drexel University Queens Lane Campus, The Oak Road, East Falls, Philadelphia, Philadelphia County, Pennsylvania, 19129, United States"
"University of the Arts",39.9460229524119,-75.1659201991811,"University of the Arts, Delancey Place, Gayborhood, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19102, United States"
"Lancaster Bible College",40.0755418559689,-76.2880919379531,"Lancaster Bible College, 901, Eden Road, Manheim Township, Lancaster County, Pennsylvania, 17601, United States"
"Rosemont College",40.0336888651771,-75.3294166771114,"Rosemont College, West Hill Road, Rosemont, Lower Merion Township, Montgomery County, Pennsylvania, 19010, United States"
"Saint Joseph's University",39.9888705085233,-75.2506938727677,"Saint Joseph's University, Overbrook Avenue, Overbrook, Philadelphia, Philadelphia County, Pennsylvania, 19151, United States"
"Saint Joseph's University",39.9904969447025,-75.2513287411828,"Saint Joseph's University, City Avenue, Overbrook, Lower Merion Township, Montgomery County, Pennsylvania, 19066, United States"
"Carlow University",40.4391525106251,-79.9637475690762,"Carlow University, 3333, Fifth Avenue, South Oakland, Pittsburgh, Allegheny County, Pennsylvania, 15213, United States"
"Clark's Summit University",41.4942445799729,-75.6849437805831,"Clark's Summit University, Maple Avenue, Clarks Summit, Lackawanna County, Pennsylvania, 18411, United States"
"Drexel University College of Nursing and Health Professions",39.9560415067053,-75.1669360940409,"Three Parkway, 1601, Cherry Street, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19103, United States"
"Drexel University - Center City Campus",39.9574423824572,-75.163618892084,"New College Building, 245, North 15th Street, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19108, United States"
"University of the Sciences in Philadelphia",39.9457098867355,-75.2066281803546,"University of the Sciences in Philadelphia, South Markoe Street, Southwest Schuylkill, Philadelphia, Philadelphia County, Pennsylvania, 19143, United States"
"LECOM Bayfront",42.1244072283801,-80.1151488820022,"1, Lecom Place, Frontier, Erie, Erie County, Pennsylvania, 16505, United States"
"University",40.4411732721872,-79.9580119594951,"Atwood Street, Oakland, Central Oakland, Pittsburgh, Allegheny County, Pennsylvania, 15213, United States"
"Penn State Behrend",42.1188728259751,-79.9814367678727,"Penn State Behrend, 4701, Station Road, Erie, Erie County, Pennsylvania, 16563, United States"
"LECOM Erie",42.0810955110613,-80.1075175600099,"LECOM Erie, 2000, West Grandview Boulevard, Wyngate Hills, Pineview, Erie, Erie County, Pennsylvania, 16509, United States"
"Mercyhurst University",42.1046256608035,-80.0528073787633,"Mercyhurst University, 501, East 38th Street, South East Hills, Erie, Erie County, Pennsylvania, 16546, United States"
"University of Pittsburgh - Johnstown Campus",40.2668608933974,-78.8242750638752,"University of Pittsburgh - Johnstown Campus, 450, Schoolhouse Road, Johnstown, Cambria County, Pennsylvania, 15904, United States"
